TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
0XL24sURiKcFj9RFD3OE,1/18/2024,15:30:46,BASEB36,NA,Countermovement Jump,,,862.232,0.4828,270.5236,-0.3623,6128.4916,-5393.579,1954,226.6211,1590.8547,184.5043,2012,233.3479,1902.7538,220.6777,2201,255.2677,0.296,40.2721,0.179,24.3537,0.26,35.3741,0.656,0.735,129.8695,271.4952,779.8845,401.3647,2.0905,-0.932,-1.4792,1.7496,3.0779,3.1754,-1340.8067,-15.255,-1840.1108,-20.9358,3114.8106,35.4386,65.6678,5771.755,2.5845,1032,980,4.751,833.2179,757.6369,-3.771,1059,1142,-3.934,913.95,988.8038,-5.7429,2888.2682,3240.2235,9.109,-7.5622,N/A,0,7004,373.092,812.3104,12.1359,3927,3077,-28.225,133.8935,239.1986,N/A,0.8925,0.6569,284.209,3.2336,1.4776,495.6755,5.6395,3.0889
56VYDnDe6ezRXwFJWlvf,1/16/2024,15:31:13,BASEB36,NA,Countermovement Jump,,,871.309,0.4584,266.3674,-0.3752,5881.4433,-5353.9666,2009,230.5726,1514.8144,173.855,2034,233.4419,1827.3584,209.7256,2217,254.4447,0.287,37.7632,0.194,25.5263,0.279,36.7105,0.64,0.76,124.2661,267.7243,804.1195,391.9903,2.1544,-0.9525,-1.405,1.6818,2.999,3.1131,-1281.732,-14.4309,-1632.7598,-18.3831,2901.5524,32.6684,64.742,5750.2852,2.4582,1042,992,3.3633,782.8814,731.933,-1.7591,1089,1128,-1.1829,902.871,924.4875,1.8405,2994.8454,2886.5979,6.5131,-2.3355,N/A,-3.2417,4125,878.5763,473.4256,25.7212,2593,1532,23.9391,544.4496,334.1267,N/A,0.8421,0.6032,293.3,3.3022,1.3991,510.8195,5.7513,3.0143
a1x48OsZHjUx6Ho1DUon,1/16/2024,15:31:05,BASEB36,NA,Countermovement Jump,,,869.474,0.4687,268.7784,-0.3862,6059.4059,-5424.2154,2095,240.9503,1531.6634,176.1598,2117,243.4805,1860.9191,214.0282,2176,250.2663,0.273,36.5462,0.202,27.0415,0.272,36.4123,0.629,0.747,133.1403,270.7021,815.973,403.8423,2.0332,-1.0404,-1.5145,1.7579,3.0325,3.1488,-1407.7825,-15.8836,-1912.9525,-21.5832,3031.4679,34.2031,64.1019,5681.4437,0.803,1067,1050,3.6743,793.9703,737.6931,-0.5515,1082,1094,-1.8626,913.1287,947.7904,-0.817,3004.9505,3054.4554,7.1091,-3.646,N/A,-0.4322,4420,622.2783,508.3533,-10.8597,1970,2450,-1.1232,307.6444,314.6338,N/A,0.842,0.6275,308.774,3.4838,1.5022,507.199,5.7226,3.0542
K2pya0EEu8QFDRbdG8VM,1/15/2024,15:37:50,BASEB36,NA,Countermovement Jump,,,887.408,0.4881,279.9393,-0.4054,8582.8571,-5876.3112,2382,268.4222,1702.5086,191.8518,2395,269.8871,1876.6268,211.4728,2382,268.4222,0.304,39.8427,0.175,22.9358,0.284,37.2215,0.662,0.763,141.8866,282.1146,831.3215,424.0012,1.9883,-1.0788,-1.5831,1.8378,3.0946,3.2092,-1605.0971,-17.7438,-2075.463,-22.9436,3160.7761,34.9413,63.3568,5731.2236,4.6347,1253,1142,5.3236,896.5714,805.9371,4.1982,1241,1141,0.9367,947.1021,929.5246,5.1931,4514.2857,4068.5714,10.1091,1.8657,N/A,-4894.1201,5111,1075.3414,575.947,15.8286,2960,2151,10.9476,596.5326,478.8088,N/A,0.8676,0.6397,297.183,3.2853,1.5685,534.1385,5.9047,3.1187
ig6fds2q5PPtCRGEaIty,1/15/2024,15:37:42,BASEB36,NA,Countermovement Jump,,,889.358,0.4801,278.2332,-0.3769,7538.0117,-5782.0704,2179,245.0082,1645.807,185.0556,2179,245.0082,1927.5299,216.7327,2236,251.4173,0.303,40.8356,0.171,23.0458,0.268,36.1186,0.64,0.742,128.7073,279.3001,798.4355,408.0073,2.17,-0.9328,-1.422,1.7803,3.069,3.1773,-1365.6256,-15.0634,-1842.144,-20.3196,3181.4202,35.0924,65.0797,5900.0156,2.983,1122,1057,6.4466,875.9532,769.8538,-2.7728,1087,1149,-0.8483,955.5896,971.9403,1.474,3824.5614,3713.4503,12.1314,-1.6686,N/A,-4758.5268,3617,1100.7163,406.6979,-2.4053,1765,1852,13.6178,625.3046,475.4117,N/A,0.8625,0.647,280.7875,3.0972,1.4197,517.648,5.7099,3.0808
kXTPz5e3GAMrwaIS1ziH,5/22/2024,10:04:59,BASEB37,NA,Countermovement Jump,,,781.757,0.4256,230.2881,-0.3327,8753.2468,-6395.6616,2128,272.2073,1572.2987,201.1237,2129,272.3353,1684.1451,215.4308,2127,272.0794,0.283,40.896,0.154,22.2543,0.255,36.8497,N/A,0.692,121.0654,231.1595,671.9635,352.2249,1.9094,-0.9909,-1.5207,1.754,2.8898,3.0006,-1372.9461,-17.2286,-1891.1262,-23.7311,2680.452,33.6361,59.5975,4749.3126,2.1137,1087,1042,3.7302,815.474,756.8247,1.9276,1084,1043,0.1176,843.0627,841.0824,4.1543,4558.4416,4194.8052,7.1915,0.2591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.6151,241.456,3.0299,1.5192,430.5075,5.4023,2.9007
PdIzR4LyVjsmA2BN4nD2,5/15/2024,10:05:03,BASEB37,NA,Countermovement Jump,,,779.085,0.4435,234.2775,-0.3966,8054.878,-5305.0537,2104,270.0604,1591.3963,204.2648,2104,270.0604,1637.4945,210.1818,2104,270.0604,0.375,46.1823,0.164,20.197,0.273,33.6207,N/A,0.812,132.5546,235.3823,708.397,367.9369,1.7757,-1.0648,-1.6735,1.7778,2.95,3.0504,-1507.7018,-18.9845,-2050.018,-25.8132,2654.9539,33.4304,59.1895,4700.6765,1.2357,1065,1039,2.9423,819.1098,772.2866,1.2357,1065,1039,2.6266,840.2527,797.2418,7.9485,4347.561,3707.3171,5.6925,5.1181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.5462,260.3245,3.2779,1.6691,448.0725,5.642,2.9639
4FMormDMOeIvNhvsCbar,5/13/2024,13:20:46,BASEB37,NA,Countermovement Jump,,,791.488,0.424,232.6965,-0.3698,8417.1779,-5848.4816,2163,273.2827,1602.1534,202.423,2163,273.2827,1679.8893,212.2444,2163,273.2827,0.367,46.3384,0.163,20.5808,0.262,33.0808,0.63,0.792,131.442,233.8241,701.6485,365.2661,1.7789,-1.0565,-1.6337,1.7598,2.8841,2.9812,-1496.7511,-18.5513,-1971.637,-24.4372,2677.9484,33.1915,56.952,4594.9857,3.0051,1114,1049,11.174,890.589,711.5644,2.9126,1113,1050,2.1237,857.7824,822.1069,-6.2682,3944.7853,4472.3926,20.1784,4.171,N/A,-4148.636,4022,1284.9305,508.1568,-1.7902,1975,2047,0.6416,646.5876,638.3429,N/A,0.7955,0.5353,260.4545,3.2282,1.6291,441.194,5.4683,2.8981
CZYiL8s9MdTzPAvsd911,5/8/2024,15:22:27,BASEB37,NA,Countermovement Jump,,,795.585,0.4611,243.9386,-0.398,9550.3356,-5582.5646,2222,279.2913,1721.1946,216.3433,2233,280.674,1683.9273,211.659,2219,278.9143,0.373,46.8005,0.149,18.6951,0.275,34.5044,0.655,0.797,137.1968,245.3851,719.91,382.582,1.7886,-1.0706,-1.7002,1.8017,3.0079,3.1001,-1638.4416,-20.2029,-2191.1493,-27.0181,2771.7598,34.1773,60.299,4890.2117,4.7918,1170,1063,7.4578,924.7785,796.4161,5.0924,1166,1053,5.0656,884.6145,799.3127,5.6922,5046.9799,4503.3557,13.8869,9.6404,970,-4525.8772,4295,1080.1062,539.8543,-21.8626,1678,2617,14.1182,616.299,463.8072,24.7491,0.8218,0.5786,255.739,3.1534,1.6917,464.171,5.7235,3.0257
gyNC2aCQGkGYDf3HReBi,5/8/2024,15:22:17,BASEB37,NA,Countermovement Jump,,,797.004,0.419,232.9396,-0.3663,8119.7605,-5867.3098,2149,269.6348,1612.2036,202.283,2150,269.7603,1665.0818,208.9176,2149,269.6348,0.299,40.6803,0.167,22.7211,0.269,36.5986,0.632,0.735,135.4508,234.5749,717.5195,370.0258,1.7318,-1.0835,-1.6779,1.7373,2.8672,2.9925,-1548.3661,-19.0582,-2141.3732,-26.3573,2630.2287,32.3744,58.9404,4788.5521,2.6047,1103,1047,7.6631,867.8743,744.3293,2.1871,1098,1051,-0.5794,827.7175,837.3643,-8.7021,3706.5868,4413.1737,14.3035,-1.133,920,-4487.4196,4526,1088.7304,567.8767,-43.6589,1275,3251,-18.7402,442.35,646.3804,-31.5739,0.8599,0.5701,268.5505,3.3055,1.6672,448.969,5.5262,2.8873
Ba2S8PaL7DQD7NObpkkG,5/3/2024,14:03:51,BASEB37,NA,Countermovement Jump,,,790.527,0.4333,234.9711,-0.3526,8787.0968,-6092.4048,2148,271.7175,1621.4323,205.1078,2153,272.35,1718.8307,217.4285,2148,271.7175,0.343,45.6117,0.155,20.6117,0.254,33.7766,0.646,0.752,128.1033,236.8471,688.276,364.9505,1.8489,-1.0291,-1.6036,1.7247,2.9159,3.0065,-1481.9677,-18.3904,-1993.9409,-24.7437,2716.6005,33.7115,59.9611,4831.8963,8.1282,1164,989,7.4836,871.3871,750.0452,8.1006,1161,987,4.9212,901.7087,817.122,16.1527,5103.2258,3683.871,13.8847,9.3906,N/A,-4281.1536,3409,1492.5054,431.2313,-31.7102,1164,2245,5.7435,789.1137,703.3917,N/A,0.859,0.5763,250.635,3.1102,1.5897,437.641,5.4309,2.9391
aBpRsp2s0pJ1ABDSPpbe,5/3/2024,14:03:40,BASEB37,NA,Countermovement Jump,,,789.875,0.411,228.6471,-0.3737,7815.9509,-5527.7687,2066,261.5604,1555.5092,196.9311,2066,261.5604,1633.2509,206.7733,2068,261.8136,0.436,50.1149,0.163,18.7356,0.271,31.1494,0.626,0.87,124.1569,229.5744,696.537,353.7313,1.8491,-0.9944,-1.5439,1.7251,2.8397,2.9557,-1374.1864,-17.067,-1833.133,-22.7669,2564.6929,31.8527,56.5931,4556.7234,3.7754,1072,994,8.8062,846.2454,709.2638,3.675,1072,996,1.1285,825.8413,807.4096,2.5118,4006.135,3809.816,16.2117,2.2499,N/A,-4126.2844,3251,1557.751,411.5841,-39.6493,981,2270,16.49,907.3122,650.4388,N/A,0.7195,0.4724,252.9065,3.141,1.542,443.6305,5.5098,2.8512
kCfq5x7YWg5jmcd3IQ8w,5/1/2024,12:07:46,BASEB37,NA,Countermovement Jump,,,782.967,0.4378,233.9071,-0.4015,8034.8837,-5422.6143,2177,278.0449,1594.9012,203.6997,2178,278.1726,1616.1744,206.4167,2177,278.0449,0.367,44.7561,0.172,20.9756,0.281,34.2683,0.63,0.82,138.9417,235.2013,728.827,374.1429,1.6928,-1.1329,-1.7477,1.7601,2.9307,3.0295,-1595.7132,-19.9931,-2134.97,-26.7496,2601.8794,32.5996,58.9421,4704.3539,4.3159,1136,1042,1.9178,812.7442,782.157,4.4557,1137,1040,4.3508,843.2456,772.9288,-3.4732,3877.907,4156.9767,3.7808,8.3277,N/A,-3712.0483,3695,1353.618,471.9228,21.8945,2252,1443,25.0548,846.382,507.2361,N/A,0.7683,0.5339,273.612,3.4282,1.7408,455.215,5.7035,2.9469
JNKjdafvcPch9sMeXrQx,4/26/2024,15:15:38,BASEB37,NA,Countermovement Jump,,,793.732,0.4318,235.5125,-0.3236,7801.2821,-6227.2081,2015,253.864,1501.8205,189.21,2012,253.4861,1743.5622,219.6664,2018,254.242,0.343,45.8556,0.156,20.8556,0.249,33.2888,0.609,0.748,109.8503,237.4972,668.809,347.3475,2.162,-0.8943,-1.3727,1.6991,2.9108,3.0072,-1198.5262,-14.813,-1624.7967,-20.0814,2729.7248,33.7376,61.9337,5011.0854,9.2445,1099,913,11.1343,834.5192,667.3013,8.7215,1097,921,4.6728,912.5181,831.0442,22.9252,4794.8718,3006.4103,19.9867,8.9542,N/A,-3973.0142,3540,1543.5269,445.9944,6.0452,1877,1663,7.5668,830.1614,713.3655,N/A,0.8142,0.5773,233.6725,2.888,1.3577,435.1365,5.378,2.9353
3yCfDFIxBoBEt6TVSwvQ,4/23/2024,15:27:59,BASEB37,NA,Countermovement Jump,,,781.504,0.4692,241.6988,-0.3499,7716.9811,-5729.5834,2005,256.5566,1516.9497,194.1065,2017,258.0921,1728.1133,221.1266,2005,256.5566,0.38,47.7987,0.159,20,0.256,32.2013,0.654,0.795,116.3199,243.3195,683.9635,359.6393,2.0918,-0.9652,-1.471,1.7433,3.034,3.1244,-1296.3929,-16.2733,-1668.886,-20.9491,2799.2119,35.1377,65.2778,5200.2901,0.0496,1009,1008,9.1092,827.566,689.3836,-2.9426,973,1032,0.13,865.1797,862.9336,-15.5664,3257.8616,4459.1195,16.8029,0.2444,N/A,-4216.9923,4165,1392.5347,532.9467,-18.3673,1700,2465,12.4887,783.2222,609.3125,N/A,0.8226,0.5901,240.579,3.0199,1.4601,443.3845,5.5657,3.0543
6cV2X5WzEhklcthOD3dQ,4/19/2024,15:05:05,BASEB37,NA,Countermovement Jump,,,800.264,0.4525,243.0787,-0.3586,9595.8904,-6151.5662,2206,275.659,1642.1712,205.2037,2204,275.4091,1754.043,219.183,2206,275.659,0.371,47.9948,0.146,18.8875,0.256,33.1177,0.633,0.773,122.2125,245.2519,689.1705,367.4644,2.0068,-0.9833,-1.5154,1.775,2.9798,3.0766,-1428.3799,-17.5097,-1927.579,-23.6291,2839.6536,34.8098,61.7528,5037.568,9.7096,1209,995,8.0594,887.2603,754.911,9.7915,1211,995,8.6334,952.7383,801.3047,15.4889,5541.0959,4054.7945,14.8786,15.893,N/A,-4139.8483,3525,1308.626,440.4796,-14.383,1509,2016,-1.1937,646.5023,662.1236,N/A,0.8189,0.5854,239.051,2.9304,1.4981,450.1195,5.5178,3.0064
gulC1CbjS3W1rZMGyOoz,4/16/2024,15:26:35,BASEB37,NA,Countermovement Jump,,,784.57,0.4572,239.5364,-0.3528,6802.3256,-5546.803,1957,249.436,1449.8663,184.7976,1957,249.436,1706.4346,217.4993,1977,251.9852,0.339,43.9689,0.172,22.3087,0.26,33.7224,0.649,0.771,113.8425,240.6463,693.423,354.4888,2.1139,-0.9292,-1.4278,1.7337,2.9951,3.0967,-1203.0127,-15.0421,-1564.9109,-19.5671,2744.3576,34.3145,64.5615,5163.4093,0.2555,981,976,4.1652,755.1279,694.7384,0.1517,990,987,3.9725,887.1115,819.3231,-3.5897,3279.0698,3523.2558,8.0306,7.6133,N/A,-3574.3104,2864,1540.6402,365.0407,-28.5615,1023,1841,24.0325,955.4473,585.1928,N/A,0.8418,0.593,248.7885,3.1108,1.4234,444.6345,5.5596,3.009
jep8W9tk5r2fYATmqRTB,4/11/2024,15:29:57,BASEB37,NA,Countermovement Jump,,,789.861,0.4115,228.7706,-0.3389,9340.1361,-6371.2706,2159,273.3392,1600.6735,202.6526,2160,273.4658,1683.1445,213.0938,2159,273.3392,0.421,51.0922,0.147,17.8398,0.256,31.068,0.614,0.824,118.4979,229.7476,666.5595,348.2455,1.9388,-0.9524,-1.4744,1.755,2.8413,2.9759,-1347.5694,-16.7367,-1832.8044,-22.7633,2660.0774,33.0379,59.2182,4768.0048,6.0185,1145,1015,13.9129,911.6871,688.9864,5.6044,1140,1019,-1.097,832.3398,850.8047,7.2105,5006.8027,4333.3333,24.4567,-2.131,N/A,-4054.6712,4083,1412.8558,516.9264,-93.2403,138,3945,-43.1854,401.354,1011.5018,N/A,0.7451,0.4994,234.6075,2.9138,1.4717,431.952,5.3648,2.8534
Y8gJQV1Cj8QrXUIRUbpn,4/8/2024,15:34:47,BASEB37,NA,Countermovement Jump,,,788.798,0.4338,234.5771,-0.3373,7055.2147,-5757.1379,1942,246.1974,1481.1779,187.7766,1943,246.3242,1708.8588,216.6409,1952,247.4651,0.37,46.9543,0.163,20.6853,0.255,32.3604,0.625,0.788,112.2784,235.5655,677.5615,347.8439,2.098,-0.9013,-1.3993,1.7072,2.9174,3.0212,-1193.853,-14.8475,-1587.0123,-19.7371,2692.8776,33.4904,61.9737,4983.1509,4.1688,1012,931,11.4326,825.2577,655.9202,2.8689,1004,948,4.3912,891.949,816.9098,-0.3478,3515.3374,3539.8773,20.564,8.3984,N/A,-4070.4687,5259,1407.6563,666.7106,-1.0839,2601,2658,23.3123,867.9067,539.7496,N/A,0.7931,0.5505,240.8525,2.9954,1.3964,436.709,5.4312,2.9296
qQl4eNt7bBOBCsNAm40a,4/4/2024,15:29:56,BASEB37,NA,Countermovement Jump,,,791.623,0.4439,238.1579,-0.3455,10471.0145,-6487.0435,2241,283.0893,1685.9493,212.9738,2246,283.7209,1763.5714,222.7792,2242,283.2156,0.388,50.3243,0.138,17.8988,0.245,31.7769,0.643,0.771,122.6885,239.2229,665.103,361.9114,1.9498,-0.9926,-1.5242,1.7826,2.9513,3.0399,-1465.0959,-18.1559,-2028.8954,-25.1426,2850.2515,35.3211,60.9463,4918.0908,8.6376,1220,1026,13.9581,960.6377,725.3116,7.5825,1206,1036,3.4788,912.4612,851.1102,3.1142,5398.5507,5072.4638,24.5481,6.7497,N/A,-5183.6855,5649,1328.665,713.5973,-4.6203,2694,2955,9.5117,727.5221,601.1429,N/A,0.834,0.5758,231.9325,2.8742,1.5204,433.1705,5.368,2.9645
NIE0fjhRxdkZilzea909,3/26/2024,15:35:36,BASEB37,NA,Countermovement Jump,,,786.213,0.4561,239.7375,-0.3364,8424.8366,-6179.8385,2079,264.4322,1521.3268,193.5006,2076,264.0506,1752.1486,222.8593,2082,264.8137,0.357,47.0356,0.153,20.1581,0.249,32.8063,0.643,0.759,111.8224,241.5345,669.4145,353.3569,2.16,-0.9362,-1.4083,1.7609,2.9913,3.0784,-1255.4774,-15.6653,-1682.1547,-20.9891,2829.0654,35.2998,62.5995,5016.9801,12.9094,1172,904,10.442,840.0915,681.2353,12.9683,1176,906,6.0802,929.3414,822.8072,21.4895,5117.6471,3307.1895,18.8577,11.4929,N/A,-5000.9865,4465,1818.4031,567.9123,-37.0213,1406,3059,15.4086,1049.2969,769.1063,N/A,0.8472,0.6009,232.113,2.8962,1.3953,437.3015,5.4564,3.0138
Xm6bt98LmE6a7EagS5nW,3/21/2024,15:22:02,BASEB37,NA,Countermovement Jump,,,786.969,0.4641,242.0791,-0.3692,7719.5122,-5560.0907,2053,260.8743,1525.7134,193.8721,2060,261.7638,1706.5779,216.8545,2051,260.6202,0.348,44.9032,0.164,21.1613,0.263,33.9355,0.639,0.775,120.5151,242.8637,699.4145,363.3787,2.0152,-0.9664,-1.5027,1.7727,3.0176,3.1143,-1312.8357,-16.3652,-1719.0399,-21.4288,2788.2272,34.7568,63.0548,5058.325,7.8641,1111,949,5.0392,801.2988,724.4146,8.7275,1115,936,5.7157,902.0608,804.5171,13.5861,4384.1463,3335.3659,9.5551,10.8333,N/A,-4157.9383,4482,1452.4367,569.5269,-2.9451,2175,2307,1.3097,735.7297,716.707,N/A,0.8245,0.5989,249.578,3.1111,1.5023,449.8365,5.6075,3.0274
SmSOzFnexd0WAAVn9Tar,3/19/2024,15:33:01,BASEB37,NA,Countermovement Jump,,,787.543,0.4416,236.3082,-0.3917,6601.0929,-5082.9373,1991,252.8116,1438.1148,182.6078,1991,252.8116,1620.9366,205.822,1992,252.9386,0.398,46.0116,0.183,21.1561,0.284,32.8324,0.629,0.865,118.4446,237.6623,723.8895,356.1069,2.0065,-0.9882,-1.4829,1.7074,2.9436,3.041,-1260.6011,-15.7026,-1649.917,-20.5521,2573.2395,32.0535,60.209,4833.552,-2.5615,970,1021,7.2845,771.4372,666.6776,-2.51,971,1021,1.1513,819.7993,801.1373,-28.3113,2366.1202,4234.9727,13.7203,2.268,N/A,-3743.8138,4560,993.4668,579.016,-16.7105,1899,2661,17.5764,584.0411,409.4258,N/A,0.7272,0.5105,262.565,3.2706,1.4754,461.3245,5.7465,2.9604
PisnRxNKxRMjril6lh6J,3/19/2024,15:32:52,BASEB37,NA,Countermovement Jump,,,789.279,0.4312,234.0281,-0.3475,5961.1111,-5355.6304,1861,235.7848,1423.7111,180.3812,1858,235.4047,1706.6133,216.2243,1895,240.0925,0.446,50.5669,0.18,20.4082,0.256,29.0249,0.629,0.882,113.6573,235.7456,693.5285,349.4029,2.0742,-0.9082,-1.4246,1.6668,2.9088,2.9948,-1170.401,-14.547,-1568.1361,-19.4905,2649.5122,32.931,60.2576,4848.118,-1.6146,914,944,1.2807,720.9722,702.7389,2.2691,969,926,0.2941,855.8164,850.7969,0.8388,3005.5556,2955.5556,2.5308,0.583,N/A,-4021.2205,5828,1461.7818,738.3954,-2.3679,2845,2983,22.2321,893.3833,568.3985,N/A,0.7132,0.4889,255.7275,3.1785,1.4127,437.801,5.4415,2.9301
dA4O1RPzhvbTA6XYVYin,3/14/2024,12:36:30,BASEB37,NA,Countermovement Jump,,,788.062,0.4174,229.8997,-0.3683,6696.6292,-5383.9041,1983,251.6299,1416.6742,179.7668,1992,252.772,1617.6655,205.2713,1983,251.6299,0.404,46.9767,0.178,20.6977,0.278,32.3256,0.623,0.86,111.291,231.6068,702.254,342.8977,2.0811,-0.9376,-1.3971,1.6817,2.8619,2.9595,-1179.4061,-14.6816,-1465.541,-18.2434,2512.5813,31.2773,56.9008,4570.9828,0.9036,1005,987,7.5339,761.7022,654.9719,1.1599,1003,980,1.0876,817.6295,800.036,-19.4631,2696.6292,4000,14.1223,2.1584,N/A,-4449.7124,5970,1401.6684,757.5546,-8.5762,2729,3241,-8.9621,638.0248,763.6436,N/A,0.7244,0.4854,251.566,3.1316,1.3854,450.688,5.6103,2.8831
dKi2pu760FeBsndLhL32,3/14/2024,12:36:24,BASEB37,NA,Countermovement Jump,,,787.136,0.4151,228.9786,-0.3433,7650.3067,-5935.7113,2038,258.9133,1482.2147,188.3048,2038,258.9133,1677.3643,213.0971,2038,258.9133,0.353,45.6072,0.163,21.0594,0.258,33.3333,0.618,0.774,112.6693,230.6834,674.737,343.3527,2.0474,-0.9267,-1.4159,1.693,2.8537,2.9544,-1222.9234,-15.2412,-1574.7855,-19.6264,2603.2234,32.4437,58.338,4680.9316,6.9676,1090,948,5.9251,785.0184,697.1963,6.9676,1090,948,4.0055,872.2752,805.0891,14.0337,4361.9632,3288.3436,11.1501,7.7213,N/A,-4558.0922,6115,1628.3478,776.867,-25.0041,2293,3822,5.1684,856.2536,772.0942,N/A,0.7984,0.5363,240.9725,3.0032,1.4042,433.7645,5.406,2.875
YHfxgpCyVqR9RlZyVbUX,3/7/2024,15:29:03,BASEB37,NA,Countermovement Jump,,,784.497,0.4406,235.1206,-0.3242,7024.0964,-6014.0173,1950,248.5669,1486.253,189.453,1947,248.1845,1754.8848,223.6955,1981,252.5185,0.289,41.404,0.166,23.7822,0.243,34.8138,0.623,0.698,115.9035,236.7592,673.522,352.6627,2.0427,-0.9517,-1.4604,1.7048,2.9401,3.0249,-1260.349,-15.7604,-1771.3616,-22.1506,2764.4905,34.5695,61.9062,4950.5869,6.9337,1041,906,3.7525,771.012,715.241,8.733,1077,904,7.1169,939.8889,814.9959,12.693,3957.8313,3066.2651,7.1928,13.2864,N/A,-3977.7686,6953,1427.3311,886.3004,-7.2343,3225,3728,5.7439,754.6575,672.6735,N/A,0.8926,0.6312,246.13,3.0778,1.4494,427.392,5.3445,2.9606
k0h6HmY93JYGow7PJWl5,3/6/2024,15:38:11,BASEB37,NA,Countermovement Jump,,,786.231,0.4488,237.831,-0.3448,9150.6849,-6148.5246,2120,269.6409,1626.7329,206.9027,2139,272.0574,1747.6653,222.2839,2120,269.6409,0.394,50,0.146,18.5279,0.248,31.4721,0.659,0.788,122.0398,239.4777,671.2925,361.5175,1.9623,-0.9941,-1.5338,1.7509,2.9675,3.0587,-1427.2915,-17.8087,-1965.612,-24.5254,2804.1879,34.9886,62.486,5007.9958,5.0958,1124,1015,5.421,857.4589,769.274,5.0943,1114,1006,4.1975,910.5121,837.1532,9.8802,5027.3973,4123.2877,10.2609,8.0689,N/A,-4672.7266,5604,1554.1858,712.7676,-12.0271,2465,3139,-5.3577,735.4585,818.7273,N/A,0.8363,0.5696,236.8295,2.955,1.5227,434.463,5.4209,2.988
z3jkz30DplhmXHOOnNkE,2/29/2024,15:32:34,BASEB37,NA,Countermovement Jump,,,785.291,0.4153,228.4962,-0.3432,9006.5789,-6290.3365,2159,274.9299,1574.0921,200.447,2162,275.312,1702.8996,216.8495,2157,274.6752,0.377,48.4576,0.152,19.5373,0.249,32.0051,0.637,0.778,119.2083,229.5485,663.6585,348.7568,1.9256,-0.9872,-1.4928,1.7462,2.8544,2.9588,-1362.0826,-17.0154,-1842.0352,-23.011,2685.3764,33.5462,57.9244,4636.8475,3.7928,1122,1040,7.9135,849.3289,724.7632,3.2916,1114,1043,0.6306,856.8193,846.0803,12.4909,5065.7895,3940.7895,14.6419,1.2851,N/A,-4835.6698,5511,1615.4283,701.7781,-22.192,2144,3367,-16.4552,674.8035,940.6247,N/A,0.8188,0.5338,238.5725,2.9803,1.4892,425.086,5.3103,2.8676
uKr4qN8EalkSAPMMHzty,2/15/2024,15:17:20,BASEB37,NA,Countermovement Jump,,,774.326,0.4571,236.3921,-0.3321,7709.8765,-6091.2551,2023,261.2595,1430.4012,184.7286,2020,260.872,1693.6318,218.7234,2035,262.8092,0.321,43.3198,0.162,21.8623,0.258,34.8178,0.652,0.741,105.6557,238.1689,669.0415,343.8246,2.2542,-0.9032,-1.3518,1.7859,2.9949,3.0898,-1144.4966,-14.4997,-1474.0596,-18.675,2759.2677,34.9574,61.6767,4868.2858,8.5149,1096,924,9.3253,781.8951,648.5062,7.9115,1098,937,2.7749,870.314,823.3178,13.5308,4376.5432,3333.3333,17.0409,5.4417,N/A,-5597.7363,4471,1101.8895,577.4054,-30.7985,1547,2924,-2.8588,535.1942,566.6953,N/A,0.8799,0.6169,231.0965,2.9278,1.3386,437.945,5.5484,3.0174
